subject_ids,num_class,num_votes,agg_num_species,diff_species,choice,votes,propvote,propclass,med_count,min_count,max_count,behavior_CLIMBING,behavior_DIGGING,behavior_FLYING,behavior_FORAGINGEATING,behavior_INTERACTING,behavior_OTHER,behavior_SITTINGSTANDINGLYING,behavior_WALKINGRUNNING
31429022,3,3,1,2,SOMETHINGHERE,2,0.666666667,0.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429023,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0,0.2,0.8
31429024,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31429025,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31429026,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0,0,1
31429027,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31429028,3,3,1,2,SOMETHINGHERE,2,0.666666667,0.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429029,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31429030,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31429031,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31429032,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31429033,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31429034,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.25,0,0,0,1
31429035,6,6,1,1,NOTHINGHERE,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429036,7,7,1,1,DEERWHITETAILED,7,1,1,NA,NA,NA,0,0,0,0,0,0,0,1
31429037,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0.5,0.5
31429038,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0.666666667,1
31429039,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31429040,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31429041,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.4,0,0,0.4,0.6
31429042,4,4,1,2,NOTHINGHERE,3,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429043,6,6,1,2,DEERWHITETAILED,5,0.833333333,0.833333333,1,1,1,0,0,0,0.2,0,0,0.2,0.8
31429044,5,5,1,2,DEERWHITETAILED,4,0.8,0.8,1,1,1,0,0,0,0,0,0,0,1
31429045,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429046,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31429047,1,1,1,1,DEERWHITETAILED,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429048,5,5,1,2,NOTHINGHERE,3,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429049,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0.666666667,0.333333333
31429050,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0,0,0,0,1
31429051,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31429052,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.2,0,0,0,1
31429053,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.25,0,0,0.25,0.5
31429054,3,3,1,1,DEERWHITETAILED,3,1,1,2,1,2,0,0,0,0.333333333,0,0,0.333333333,0.333333333
31429055,7,7,1,1,DEERWHITETAILED,7,1,1,1,1,1,0,0,0,0,0,0,0,1
31429056,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31429057,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31429058,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31429059,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.333333333,0,0,0,0.666666667
31429060,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.333333333,0,0,0,1
31429061,7,7,1,3,SOMETHINGHERE,3,0.428571429,0.428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429062,5,5,1,2,DEERWHITETAILED,3,0.6,0.6,1,1,1,0,0,0,0.666666667,0,0,0.666666667,0
31429063,5,5,1,2,DEERWHITETAILED,4,0.8,0.8,1,1,1,0,0,0,0,0,0,0,1
31429064,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31429065,6,6,1,1,DEERWHITETAILED,6,1,1,4,2,4,0,0,0,0.666666667,0,0,0.333333333,1
31429066,1,1,1,1,NOTHINGHERE,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429067,5,5,1,2,SOMETHINGHERE,3,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429068,2,2,1,1,NOTHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429069,2,2,1,1,SOMETHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429070,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429071,2,2,1,1,NOTHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429072,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429073,2,2,1,1,NOTHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429074,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429075,2,2,1,1,SOMETHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429076,5,5,1,1,SOMETHINGHERE,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429077,6,6,1,2,NOTHINGHERE,4,0.666666667,0.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429078,2,2,1,2,DEERWHITETAILED,1,0.5,0.5,1,1,1,0,0,0,0,1,0,0,1
31429079,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.25,0,0,0.5,0.25
31429080,4,4,1,2,NOTHINGHERE,3,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429081,2,2,1,1,NOTHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429082,3,3,1,2,DEERWHITETAILED,2,0.666666667,0.666666667,1,1,1,0,0,0,0,0,0,0,1
31429083,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0.666666667,0,0,0.666666667,0.166666667
31429084,1,1,1,1,DEERWHITETAILED,1,1,1,1,1,1,0,0,0,0,0,0,0,1
31429085,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31429086,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.333333333,0,0.333333333,0.333333333,0.333333333
31429087,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.25,0,0,0,0.75
31429088,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.75,0,0,1,0
31429089,5,5,1,1,DEERWHITETAILED,5,1,1,NA,NA,NA,0,0,0,0.4,0,0,0,1
31429090,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0.5,0,0.5,1
31429091,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0,0,1
31429092,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.75,0,0,0,1
31429093,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.2,0,0,0,1
31429094,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31429095,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31429096,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0,0,0,0.333333333,1
31429097,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31429098,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31429099,6,6,1,1,DEERWHITETAILED,6,1,1,NA,NA,NA,0,0,0,0.6,0,0,0.2,0.6
31429100,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0,0,1
31429101,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.4,0,0,0,1
31429102,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.5,0.25,0,0,1
31429103,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.25,0,0,0.25,0.5
31429104,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,2,0,0,0,0.4,0,0,0,1
31429105,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.333333333,0,0,0,1
31429106,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0.666666667,0.666666667
31429107,5,5,1,1,NOTHINGHERE,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429108,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429109,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429110,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429111,5,5,1,1,NOTHINGHERE,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429112,2,2,1,2,DEERWHITETAILED,1,0.5,0.5,1,1,1,0,0,0,0,0,0,1,0
31429113,2,2,1,1,NOTHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429114,5,5,1,2,SOMETHINGHERE,4,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429115,2,2,1,2,DEERWHITETAILED,1,0.5,0.5,1,1,1,0,0,0,0,0,0,1,0
31429116,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0.333333333,0.666666667
31429117,6,6,1,3,SOMETHINGHERE,3,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429118,3,3,1,1,SOMETHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429119,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429120,3,3,1,2,DEERWHITETAILED,2,0.666666667,0.666666667,1,1,1,0,0,0,0,0,0,0.5,0.5
31429121,5,5,1,2,NOTHINGHERE,4,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429122,2,2,1,1,NOTHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429123,5,5,1,3,DOMESTICDOG,2,0.4,0.4,1,1,1,0,0,0,0,0,0,0,1
31429124,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429125,7,7,1,1,HUMAN,7,1,1,NA,NA,NA,0,0,0,0,0.2,0,0.2,0.6
31429126,5,5,1,1,NOTHINGHERE,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429127,4,4,1,2,NOTHINGHERE,3,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429128,4,4,1,1,HUMAN,4,1,1,NA,NA,NA,0,0,0,0,0.25,0.25,0.5,0.25
31429129,7,7,1,3,HUMAN,2,0.285714286,0.285714286,NA,NA,NA,0,0,0,0,0,1,0,0
31429130,5,5,1,1,DEERWHITETAILED,5,1,1,2,1,2,0,0,0,0.4,0,0,0.2,0.6
31429131,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.333333333,0,0,0,0.666666667
31429132,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0.25,0,0.5,0.75
31429133,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0,0,0,0.833333333,0.166666667
31429134,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.75,0,0,0.25,0.5
31429135,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.333333333,0,0,0.666666667,0.333333333
31429136,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.5,0,0,0.5,0.25
31429137,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0.166666667,0,0,0.5,0.333333333
31429138,3,3,1,1,SQUIRRELGRAY,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31429139,5,5,1,2,FISHER,4,0.8,0.8,1,1,1,0,0,0,0,0,0,0,1
31429140,4,4,1,2,NOTHINGHERE,3,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429141,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,1,0,0,0.5,1
31429142,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.2,0,0,0,1
31429143,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0.25,0,0.75,0.25
31429144,6,6,1,1,SQUIRRELGRAY,6,1,1,1,1,1,0,0.166666667,0,0.166666667,0,0,0,0.833333333
31429145,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31429146,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0.333333333,0,1,0
31429147,4,4,1,1,DEERWHITETAILED,4,1,1,NA,NA,NA,0,0,0,0,0,0,0,1
31429148,3,3,1,1,DEERWHITETAILED,3,1,1,2,1,2,0,0,0,0.666666667,0,0,1,1
31429149,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.666666667,0,0,0.333333333,0.333333333
31429150,3,3,1,2,DEERWHITETAILED,2,0.666666667,0.666666667,1,1,1,0,0,0,0,0,0,0,1
31429151,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31429152,3,3,1,2,FOXRED,2,0.666666667,0.666666667,1,1,1,0,0,0,0,0,0,0.5,0.5
31429153,6,6,1,2,COYOTE,4,0.666666667,0.666666667,1,1,1,0,0,0,0,0,0,0.5,0.5
31429154,1,1,1,1,HUMAN,1,1,1,1,1,1,0,0,0,0,0,0,0,1
31429155,3,3,1,1,HUMAN,3,1,1,1,1,1,0,0,0,0,0,0.333333333,0.333333333,0.333333333
31429156,3,3,1,2,NOTHINGHERE,2,0.666666667,0.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429157,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429158,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0.333333333,1
31429159,6,6,1,2,DEERWHITETAILED,5,0.833333333,0.833333333,NA,NA,NA,0,0,0,0,0,0,0,1
31429160,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31429161,3,3,1,2,SOMETHINGHERE,2,0.666666667,0.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429162,3,3,1,1,SOMETHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429163,5,5,1,1,DEERWHITETAILED,5,1,1,NA,NA,NA,0,0,0,0.4,0,0,0,0.8
31429164,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.666666667,0,0,0.666666667,0
31429165,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0,1,0
31429166,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0.25,0.75
31429167,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.6,0,0,0,1
31429168,7,7,1,1,DEERWHITETAILED,7,1,1,1,1,1,0,0,0,0.428571429,0,0,0,0.857142857
31429169,7,7,1,2,NOTHINGHERE,6,0.857142857,0.857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429170,4,4,1,2,SOMETHINGHERE,2,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429171,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31429172,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31429173,4,4,1,3,NOTHINGHERE,2,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429174,3,3,1,3,COYOTE,1,0.333333333,0.333333333,1,1,1,0,0,0,0,0,0,0,1
31429175,7,7,1,2,DEERWHITETAILED,6,0.857142857,0.857142857,1,1,1,0,0,0,0,0.166666667,0,0,1
31429176,3,3,1,2,COYOTE,2,0.666666667,0.666666667,1,1,1,0,0,0,0,0,0,0,1
31429177,4,4,1,1,FISHER,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31429178,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31429179,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,2,0,0,0,0.6,0,0,0.6,0.6
31429180,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31429181,5,5,1,1,DEERWHITETAILED,5,1,1,NA,NA,NA,0,0,0,0.5,0,0,0,0.5
31429182,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31429183,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0,0,1
31429184,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31429185,1,1,1,1,DEERWHITETAILED,1,1,1,1,1,1,0,0,0,1,0,0,0,0
31429186,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0.5,0,0,0,1
31429187,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.333333333,0,0,0,1
31429188,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.6,0,0,0.2,0.6
31429189,4,4,1,2,NOTHINGHERE,3,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429190,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31429191,4,4,1,1,DEERWHITETAILED,4,1,1,2,1,2,0,0,0,0.25,0,0,0,1
31429193,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.75,0,0,0.5,0.25
31429194,1,1,1,1,DEERWHITETAILED,1,1,1,1,1,1,0,0,0,0,0,0,0,1
31429195,5,5,1,2,FISHER,4,0.8,0.8,1,1,1,0,0,0,0.25,0,0,0.25,0.75
31429196,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.333333333,0,0,0,1
31429197,2,2,1,2,SOMETHINGHERE,1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429198,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0.5,0,0,0,0.5
31429199,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0,0,1
31429200,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0.5,0,0,0,1
31429201,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.666666667,0,0,1,0
31429202,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,1,0,0,0.25,0
31429203,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.333333333,0,0,0.333333333,0.333333333
31429204,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,1,0,0,0.333333333,0.333333333
31429205,5,5,1,1,DEERWHITETAILED,5,1,1,NA,NA,NA,0,0,0,0,0,0,0,1
31429206,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.8,0,0,0,1
31429207,8,8,1,1,DEERWHITETAILED,8,1,1,1,1,1,0,0,0,0,0,0,0,1
31429208,7,7,1,1,DEERWHITETAILED,7,1,1,NA,NA,NA,0,0,0,0,0,0,0,1
31429209,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,2,0,0,0,0.4,0,0,0,1
31429210,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429211,6,6,1,1,NOTHINGHERE,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429212,4,4,1,1,SOMETHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429213,5,5,1,2,DEERWHITETAILED,3,0.6,0.6,1,1,1,0,0,0,0.333333333,0.333333333,0,0.666666667,0.333333333
31429214,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0.75,0.25
31429215,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.333333333,0,0,0.333333333,0.333333333
31429216,7,7,1,3,SOMETHINGHERE,4,0.571428571,0.571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31429217,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.333333333,0,0,0,1
31429219,4,4,1,1,HUMAN,4,1,1,NA,NA,NA,0,0,0,0,0.25,0,0,1
