"","X1","classification_id","subject_ids","user_name","workflow_version","task_index","task","task_label","value","total_submissions","submission_index","choice","choice.1","Number","SnowDepth","Young","Antlers","Precipitation","behavior_CLIMBING","behavior_DIGGING","behavior_FLYING","behavior_FORAGINGEATING","behavior_INTERACTING","behavior_OTHER","behavior_SITTINGSTANDINGLYING","behavior_WALKINGRUNNING","subject_ids_1","ForestType","ForestName","Image1","Image2","Image3","Camera","SDCard","PhotoBatch","Class_Round"
"747",1324,156319220,31428867,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""HUMAN"", answers = list(SNOWDEPTH = ""010CM"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""OTHER"", ""SITTINGSTANDINGLYING"")), filters = list()))",1,1,"HUMAN",NA,NA,"010CM",NA,NA,"NO",0,0,0,0,0,1,1,0,31428867,"Deciduous","BC","24_04_BC_0007.JPG","24_04_BC_0008.JPG","24_04_BC_0009.JPG",24,4,1,1
"748",1327,156320225,31429068,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31429068,"Pine","DEG","29_19_DEG_0424.JPG","29_19_DEG_0425.JPG","29_19_DEG_0426.JPG",29,19,1,1
"749",1330,156320675,31428492,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""SOMETHINGHERE"", answers = list(), filters = list()))",1,1,"SOMETHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428492,"Pine","DEG","15_14_DEG_000130.JPG","15_14_DEG_000131.JPG","15_14_DEG_000132.JPG",15,14,1,1
"750",1331,156320702,31428401,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428401,"Deciduous","BC","11_13_BC_000262.JPG","11_13_BC_000263.JPG","11_13_BC_000264.JPG",11,13,1,1
"751",1332,156320765,31428517,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""FORAGINGEATING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"2030CM","NO","NO","NO",0,0,0,1,0,0,0,0,31428517,"Pine","DEG","15_14_DEG_000208.JPG","15_14_DEG_000209.JPG","15_14_DEG_000210.JPG",15,14,1,1
"752",1334,156320876,31428974,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""SOMETHINGHERE"", answers = list(), filters = list()))",1,1,"SOMETHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428974,"Pine","DEG","29_19_DEG_0136.JPG","29_19_DEG_0137.JPG","29_19_DEG_0138.JPG",29,19,1,1
"753",1338,156321112,31429131,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""FORAGINGEATING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"010CM","NO","NO","NO",0,0,0,1,0,0,0,0,31429131,"Pine","WHIP","32_17_WHIP_0004.JPG","32_17_WHIP_0005.JPG","32_17_WHIP_0006.JPG",32,17,1,1
"754",1343,156321558,31428864,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""SOMETHINGHERE"", answers = list(), filters = list()))",1,1,"SOMETHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428864,"Deciduous","SH","23_03_SH_0118.JPG","23_03_SH_0119.JPG","23_03_SH_0120.JPG",23,3,1,1
"755",1345,156321778,31429019,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""2"", SNOWDEPTH = ""3040CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"", ""FORAGINGEATING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,2,"3040CM","NO","NO","NO",0,0,0,1,0,0,0,1,31429019,"Pine","DEG","29_19_DEG_0277.JPG","29_19_DEG_0278.JPG","29_19_DEG_0279.JPG",29,19,1,1
"756",1356,156322689,31428744,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"1020CM","NO","NO","NO",0,0,0,0,0,0,0,1,31428744,"Pine","WF","22_18_WF_0127.JPG","22_18_WF_0128.JPG","22_18_WF_0129.JPG",22,18,1,1
"757",1369,156323842,31428939,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"1020CM","NO","NO","NO",0,0,0,0,0,0,0,1,31428939,"Pine","DEG","29_19_DEG_0016.JPG","29_19_DEG_0017.JPG","29_19_DEG_0018.JPG",29,19,1,1
"758",1372,156323957,31428550,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"SQUIRRELGRAY",NA,1,NA,"NO",NA,"NO",0,0,0,0,0,0,0,1,31428550,"Deciduous","BC","17_24_BC_000064.JPG","17_24_BC_000065.JPG","17_24_BC_000066.JPG",17,24,1,1
"759",1401,156325334,31428573,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,NA,"NO","NO","NO",0,0,0,0,0,0,0,1,31428573,"Deciduous","BC","17_24_BC_000133.JPG","17_24_BC_000134.JPG","17_24_BC_000135.JPG",17,24,1,1
"760",1405,156325543,31428539,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,"SQUIRRELGRAY",NA,1,NA,"NO",NA,"NO",0,0,0,0,0,0,1,0,31428539,"Deciduous","BC","17_24_BC_000031.JPG","17_24_BC_000032.JPG","17_24_BC_000033.JPG",17,24,1,1
"761",1406,156325576,31428874,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""HUMAN"", answers = list(SNOWDEPTH = ""010CM"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""OTHER"")), filters = list()))",1,1,"HUMAN",NA,NA,"010CM",NA,NA,"NO",0,0,0,0,0,1,0,0,31428874,"Deciduous","BC","24_04_BC_0028.JPG","24_04_BC_0029.JPG","24_04_BC_0030.JPG",24,4,1,1
"762",1411,156325711,31428868,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""HUMAN"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""OTHER"")), filters = list()))",1,1,"HUMAN",NA,1,"010CM",NA,NA,"NO",0,0,0,0,0,1,0,0,31428868,"Deciduous","BC","24_04_BC_0010.JPG","24_04_BC_0011.JPG","24_04_BC_0012.JPG",24,4,1,1
"763",1415,156325836,31428762,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""INTERACTING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"1020CM","NO","NO","NO",0,0,0,0,1,0,0,0,31428762,"Pine","WF","22_18_WF_0184.JPG","22_18_WF_0185.JPG","22_18_WF_0186.JPG",22,18,1,1
"764",1420,156326079,31428738,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""YES"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"010CM","NO","YES","NO",0,0,0,0,0,0,0,1,31428738,"Pine","WF","22_18_WF_0109.JPG","22_18_WF_0110.JPG","22_18_WF_0111.JPG",22,18,1,1
"765",1425,156326347,31429030,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""3040CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"3040CM","NO","NO","NO",0,0,0,0,0,0,0,1,31429030,"Pine","DEG","29_19_DEG_0310.JPG","29_19_DEG_0311.JPG","29_19_DEG_0312.JPG",29,19,1,1
"766",1430,156326591,31428587,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""35"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,35,NA,"NO","NO","NO",0,0,0,0,0,0,0,1,31428587,"Deciduous","BC","17_24_BC_000175.JPG","17_24_BC_000176.JPG","17_24_BC_000177.JPG",17,24,1,1
"767",1434,156326776,31428770,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"2030CM","NO","NO","NO",0,0,0,0,0,0,0,1,31428770,"Pine","WF","22_18_WF_0208.JPG","22_18_WF_0209.JPG","22_18_WF_0210.JPG",22,18,1,1
"768",1435,156326812,31429114,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""SOMETHINGHERE"", answers = list(), filters = list()))",1,1,"SOMETHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31429114,"Pine","WHIP","31_06_WHIP_0028.JPG","31_06_WHIP_0029.JPG","31_06_WHIP_0030.JPG",31,6,1,1
"769",1437,156326897,31428808,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""YES"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""FORAGINGEATING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,NA,"NO","YES","NO",0,0,0,1,0,0,0,0,31428808,"Pine","WF","22_18_WF_0325.JPG","22_18_WF_0326.JPG","22_18_WF_0327.JPG",22,18,1,1
"770",1445,156327253,31429053,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""3040CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""FORAGINGEATING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"3040CM","NO","NO","NO",0,0,0,1,0,0,0,0,31429053,"Pine","DEG","29_19_DEG_0379.JPG","29_19_DEG_0380.JPG","29_19_DEG_0381.JPG",29,19,1,1
"771",1448,156327413,31428495,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,NA,"NO","NO","NO",0,0,0,0,0,0,0,1,31428495,"Pine","DEG","15_14_DEG_000142.JPG","15_14_DEG_000143.JPG","15_14_DEG_000144.JPG",15,14,1,1
"772",1449,156327466,31429149,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""FORAGINGEATING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"010CM","NO","NO","NO",0,0,0,1,0,0,0,0,31429149,"Pine","WHIP","32_17_WHIP_0058.JPG","32_17_WHIP_0059.JPG","32_17_WHIP_0060.JPG",32,17,1,1
"773",1451,156327611,31428848,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"010CM","NO","NO","NO",0,0,0,0,0,0,0,1,31428848,"Deciduous","SH","23_03_SH_0070.JPG","23_03_SH_0071.JPG","23_03_SH_0072.JPG",23,3,1,1
"774",1455,156328076,31428872,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""HUMAN"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""OTHER"")), filters = list()))",1,1,"HUMAN",NA,1,"010CM",NA,NA,"NO",0,0,0,0,0,1,0,0,31428872,"Deciduous","BC","24_04_BC_0022.JPG","24_04_BC_0023.JPG","24_04_BC_0024.JPG",24,4,1,1
"775",1464,156329011,31428730,"anvon15",123.17,1,"T0",NA,"list(list(choice = ""COYOTE"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"COYOTE",NA,1,"1020CM","NO",NA,"NO",0,0,0,0,0,0,0,1,31428730,"Pine","WF","22_18_WF_0085.JPG","22_18_WF_0086.JPG","22_18_WF_0087.JPG",22,18,1,1
"776",1476,156386044,31428925,"barthelmess",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""35"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""YES"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,35,"2030CM","YES",NA,"NO",0,0,0,0,0,0,0,1,31428925,"Deciduous","DON","27_08_IMG_0034.JPG","27_08_IMG_0035.JPG","27_08_IMG_0036.JPG",27,8,1,1
"777",1483,156386488,31429076,"barthelmess",123.17,1,"T0",NA,"list(list(choice = ""SOMETHINGHERE"", answers = list(), filters = list()))",1,1,"SOMETHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31429076,"Pine","DEG","29_19_DEG_0448.JPG","29_19_DEG_0449.JPG","29_19_DEG_0450.JPG",29,19,1,1
"778",1486,156386652,31428897,"barthelmess",123.17,1,"T0",NA,"list(list(choice = ""DOMESTICDOG"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DOMESTICDOG",NA,1,"010CM","NO",NA,"NO",0,0,0,0,0,0,0,1,31428897,"Deciduous","SH","25_09_SH_0007.JPG","25_09_SH_0008.JPG",NA,25,9,1,1
"779",1500,156403964,31428584,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428584,"Deciduous","BC","17_24_BC_000166.JPG","17_24_BC_000167.JPG","17_24_BC_000168.JPG",17,24,1,1
"780",1501,156404263,31429123,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""DOMESTICDOG"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DOMESTICDOG",NA,1,"2030CM","NO",NA,"NO",0,0,0,0,0,0,0,1,31429123,"Pine","WHIP","31_06_WHIP_0055.JPG","31_06_WHIP_0056.JPG","31_06_WHIP_0057.JPG",31,6,1,1
"781",1512,156406803,31428362,"barthelmess",123.17,1,"T0",NA,"list(list(choice = ""BOBCAT"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"BOBCAT",NA,1,"1020CM","NO",NA,"NO",0,0,0,0,0,0,0,1,31428362,"Deciduous","BC","11_13_BC_000145.JPG","11_13_BC_000146.JPG","11_13_BC_000147.JPG",11,13,1,1
"782",1530,156426697,31428645,"brigidbarstow",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428645,"Deciduous","DON","21_21_DON_0006.JPG","21_21_DON_0007.JPG","21_21_DON_0008.JPG",21,21,1,1
"783",1537,156428544,31428986,"brigidbarstow",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"1020CM","NO",NA,"NO",0,0,0,0,0,0,0,1,31428986,"Pine","DEG","29_19_DEG_0178.JPG","29_19_DEG_0179.JPG","29_19_DEG_0180.JPG",29,19,1,1
"784",1539,156428779,31428737,"brigidbarstow",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428737,"Pine","WF","22_18_WF_0106.JPG","22_18_WF_0107.JPG","22_18_WF_0108.JPG",22,18,1,1
"785",1546,156430858,31429084,"brigidbarstow",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"2030CM","NO","NO","NO",0,0,0,0,0,0,0,1,31429084,"Pine","DEG","29_19_DEG_0472.JPG","29_19_DEG_0473.JPG",NA,29,19,1,1
"786",1551,156431515,31428426,"brigidbarstow",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"010CM","NO","NO","NO",0,0,0,0,0,0,0,1,31428426,"Deciduous","DON","14_22_DON_000052.JPG","14_22_DON_000053.JPG","14_22_DON_000054.JPG",14,22,1,1
"787",1565,156433360,31428964,"brigidbarstow",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"010CM","NO","NO","NO",0,0,0,0,0,0,0,1,31428964,"Pine","DEG","29_19_DEG_0097.JPG","29_19_DEG_0098.JPG",NA,29,19,1,1
"788",1572,156434901,31428464,"brigidbarstow",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"010CM","NO","NO","NO",0,0,0,0,0,0,1,0,31428464,"Pine","DEG","15_14_DEG_000043.JPG","15_14_DEG_000044.JPG",NA,15,14,1,1
"789",1575,156435561,31428528,"brigidbarstow",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""2"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""YES"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,2,"2030CM","YES","NO","NO",0,0,0,0,0,0,0,1,31428528,"Pine","DEG","15_14_DEG_000241.JPG","15_14_DEG_000242.JPG","15_14_DEG_000243.JPG",15,14,1,1
"790",1576,156435663,31429017,"brigidbarstow",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""3040CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"3040CM","NO","NO","NO",0,0,0,0,0,0,0,1,31429017,"Pine","DEG","29_19_DEG_0271.JPG","29_19_DEG_0272.JPG","29_19_DEG_0273.JPG",29,19,1,1
"791",1577,156435767,31428336,"brigidbarstow",123.17,1,"T0",NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,"SQUIRRELGRAY",NA,1,"1020CM","NO",NA,"NO",0,0,0,0,0,0,1,0,31428336,"Deciduous","BC","11_13_BC_000064.JPG","11_13_BC_000065.JPG","11_13_BC_000066.JPG",11,13,1,1
"792",1580,156436370,31428998,"brigidbarstow",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""2"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""YES"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,2,"010CM","YES","NO","NO",0,0,0,0,0,0,0,1,31428998,"Pine","DEG","29_19_DEG_0214.JPG","29_19_DEG_0215.JPG","29_19_DEG_0216.JPG",29,19,1,1
"793",1581,156436409,31428390,"brigidbarstow",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428390,"Deciduous","BC","11_13_BC_000229.JPG","11_13_BC_000230.JPG","11_13_BC_000231.JPG",11,13,1,1
"794",1588,156437234,31429178,"brigidbarstow",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,NA,"NO","NO","NO",0,0,0,0,0,0,0,1,31429178,"Pine","WF","33_01_WF_0073.JPG","33_01_WF_0074.JPG","33_01_WF_0075.JPG",33,1,1,1
"795",1603,156440008,31428287,"brigidbarstow",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428287,"Deciduous","SH","03_05_SH_000004.JPG","03_05_SH_000005.JPG","03_05_SH_000006.JPG",3,5,1,1
"796",1605,156440559,31428500,"brigidbarstow",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""3040CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"3040CM","NO","NO","NO",0,0,0,0,0,0,0,1,31428500,"Pine","DEG","15_14_DEG_000157.JPG","15_14_DEG_000158.JPG","15_14_DEG_000159.JPG",15,14,1,1
"797",1606,156440749,31428787,"brigidbarstow",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"1020CM","NO","NO","NO",0,0,0,0,0,0,0,1,31428787,"Pine","WF","22_18_WF_0259.JPG","22_18_WF_0260.JPG","22_18_WF_0261.JPG",22,18,1,1
